sample_idx,statement,true_label,split,layer,raw_latent_score,latent_score,orientation_flipped,train_orientation_accuracy,behavioral_probability_hate,behavioral_score,behavioral_response
715,Prison inmates are not all evil.,0,test,2,0.39588666,0.39588666,False,0.52,0.007368661,0,non-hate
610,Helping those in need is a burden to society.,1,test,2,0.5486726,0.5486726,False,0.52,0.00419815,0,non-hate
17,Teenagers are not mature enough to act responsibly.,1,test,2,0.49709204,0.49709204,False,0.52,0.0067344806,0,non-hate
732,Tall women can be attractive.,0,test,2,0.38271856,0.38271856,False,0.52,0.37123495,0,non-hate
158,People who speak with accents are not intelligent.,1,test,2,0.5458752,0.5458752,False,0.52,0.06163252,0,non-hate
91,Kids with ADHD are undisciplined.,1,test,2,0.48988917,0.48988917,False,0.52,0.0068768994,0,non-hate
316,Immigrants do not want to become part of society.,1,test,2,0.5217792,0.5217792,False,0.52,0.11204847,0,non-hate
613,Young people can not be professionals — they have no experience.,1,test,2,0.5078839,0.5078839,False,0.52,0.09425215,0,non-hate
231,Women use feminism to get special treatment.,1,test,2,0.46243396,0.46243396,False,0.52,0.62488765,1,hate
1047,"If Muslims in Britain were the same as other Europeans, it would not be a reason for pride.",0,test,2,0.6072131,0.6072131,False,0.52,0.0040105446,0,non-hate
856,Women do not use feminism to get special treatment.,0,test,2,0.49947822,0.49947822,False,0.52,0.018106993,0,non-hate
172,Nonbinary people are making it up.,1,test,2,0.476695,0.476695,False,0.52,0.008483823,0,non-hate
1037,"People with disabilities are not criminals, they are not mean to children and are capable of being good parents.",0,test,2,0.6011543,0.6011543,False,0.52,0.0036551917,0,non-hate
1161,LGBT+ people deserve respect and equal rights.,0,test,2,0.50282013,0.50282013,False,0.52,0.003770146,0,non-hate
515,Migrants are a burden to our country.,1,test,2,0.47311002,0.47311002,False,0.52,0.9403455,1,hate
122,"Chinese people are not loyal citizens, they're spies.",1,test,2,0.51521224,0.51521224,False,0.52,0.22767043,0,non-hate
955,Men and women are equal partners in society.,0,test,2,0.5268227,0.5268227,False,0.52,0.0049493085,0,non-hate
323,Teenagers today do not show proper respect.,1,test,2,0.39910156,0.39910156,False,0.52,0.009939221,0,non-hate
59,Cops do not treat minorities fairly.,1,test,2,0.37566295,0.37566295,False,0.52,0.007741393,0,non-hate
145,Polyamorous people are not moral.,1,test,2,0.40120506,0.40120506,False,0.52,0.0063437647,0,non-hate
953,Mexican culture values hard work and dedication.,0,test,2,0.39840865,0.39840865,False,0.52,0.0037634892,0,non-hate
668,Refugees bring benefits to their host countries.,0,test,2,0.42751783,0.42751783,False,0.52,0.004025762,0,non-hate
578,"In today's world, bias and inequality must remain for the development of the world.",1,test,2,0.6131245,0.6131245,False,0.52,0.0037643048,0,non-hate
266,Men are not equals with women in leadership.,1,test,2,0.54240286,0.54240286,False,0.52,0.0063117924,0,non-hate
678,Arabs respect different cultures.,0,test,2,0.32400277,0.32400277,False,0.52,0.0071096974,0,non-hate
195,Black fathers abandon their kids.,1,test,2,0.41537023,0.41537023,False,0.52,0.006947351,0,non-hate
931,Refugees contribute valuable skills and perspectives.,0,test,2,0.3863454,0.3863454,False,0.52,0.0037910575,0,non-hate
177,Refugees are stealing our jobs.,1,test,2,0.3951698,0.3951698,False,0.52,0.9847072,1,hate
745,People with depression deserve compassion and support.,0,test,2,0.5410967,0.5410967,False,0.52,0.003513987,0,non-hate
839,Fat people should not be excluded from modeling.,0,test,2,0.47099817,0.47099817,False,0.52,0.004659646,0,non-hate
232,People from the Middle East hate freedom.,1,test,2,0.50498056,0.50498056,False,0.52,0.18403776,0,non-hate
1066,Women are useful not only as housewives and cleaners.,0,test,2,0.5255614,0.5255614,False,0.52,0.9637406,1,hate
539,Homophobia is the norm.,1,test,2,0.4538447,0.4538447,False,0.52,0.00523484,0,non-hate
285,Children with disabilities should not be in mainstream classes.,1,test,2,0.5424156,0.5424156,False,0.52,0.009684264,0,non-hate
237,Black people are more prone to violence.,1,test,2,0.51733166,0.51733166,False,0.52,0.022363296,0,non-hate
149,Immigrants are not welcome.,1,test,2,0.4000332,0.4000332,False,0.52,0.95002985,1,hate
331,Fat men are not disciplined individuals.,1,test,2,0.417996,0.417996,False,0.52,0.009024509,0,non-hate
1168,Not only men can and should be leaders.,0,test,2,0.5319706,0.5319706,False,0.52,0.004606615,0,non-hate
1109,Migrants are not a burden on the local economy.,0,test,2,0.50955653,0.50955653,False,0.52,0.0041737305,0,non-hate
656,People who self-harm experience genuine distress.,0,test,2,0.4843874,0.4843874,False,0.52,0.00416392,0,non-hate
626,Arabs can be friendly toward the West.,0,test,2,0.5092652,0.5092652,False,0.52,0.004504057,0,non-hate
789,Girls have equal leadership potential.,0,test,2,0.402597,0.402597,False,0.52,0.0047188527,0,non-hate
390,Islam and non-Muslims are incompatible.,1,test,2,0.5496434,0.5496434,False,0.52,0.0101153655,0,non-hate
221,Not all African countries are corrupt.,1,test,2,0.49991396,0.49991396,False,0.52,0.0047493964,0,non-hate
738,Pansexuality is a valid identity.,0,test,2,0.50268614,0.50268614,False,0.52,0.006205175,0,non-hate
549,Gender equality means the silly whim of women.,1,test,2,0.5241755,0.5241755,False,0.52,0.09332573,0,non-hate
710,Indigenous people are not inherently alcoholics.,0,test,2,0.43908507,0.43908507,False,0.52,0.0040963544,0,non-hate
1147,Islam is not a cancer in every corner of the world.,0,test,2,0.59065634,0.59065634,False,0.52,0.007757625,0,non-hate
1245,Workplaces should be open to people of all ages.,0,test,2,0.5105343,0.5105343,False,0.52,0.0033846563,0,non-hate
1134,Immigrants do not bring crime.,0,test,2,0.32959867,0.32959867,False,0.52,0.007324855,0,non-hate
772,Single dads can be excellent parents.,0,test,2,0.424778,0.424778,False,0.52,0.003979209,0,non-hate
517,We must deport all Jews.,1,test,2,0.4018728,0.4018728,False,0.52,0.86893743,1,hate
108,Short men are not leaders.,1,test,2,0.36397392,0.36397392,False,0.52,0.006598821,0,non-hate
941,Immigrants actively participate in community integration.,0,test,2,0.45459676,0.45459676,False,0.52,0.0042587398,0,non-hate
1160,Love can not only be between a man and a woman.,0,test,2,0.55474913,0.55474913,False,0.52,0.004487328,0,non-hate
362,Atheists are not morally guided.,1,test,2,0.40005064,0.40005064,False,0.52,0.006325588,0,non-hate
618,The world should respect people of only the freshest generations.,1,test,2,0.5568426,0.5568426,False,0.52,0.003923077,0,non-hate
205,Women are not able to become scientists and achieve success in this field all over the world.,1,test,2,0.5913185,0.5913185,False,0.52,0.8550209,1,hate
1027,Migrants do not intentionally invade our lives.,0,test,2,0.38603336,0.38603336,False,0.52,0.005392912,0,non-hate
804,Gay men are not predators.,0,test,2,0.38661563,0.38661563,False,0.52,0.008752241,0,non-hate
914,Gay women appreciate people of all genders.,0,test,2,0.4590882,0.4590882,False,0.52,0.005068357,0,non-hate
981,Women communicate honestly and directly.,0,test,2,0.45767292,0.45767292,False,0.52,0.0058287075,0,non-hate
1024,"Immigrants do not come here to make life difficult for us, they are welcome here.",0,test,2,0.57075554,0.57075554,False,0.52,0.0056820936,0,non-hate
528,Gender stereotypes emphasize the right place for everyone.,1,test,2,0.50189626,0.50189626,False,0.52,0.0033781084,0,non-hate
624,The experience of older generations can be forgotten because it is not needed.,1,test,2,0.5936506,0.5936506,False,0.52,0.003828479,0,non-hate
218,Refugees bring crime.,1,test,2,0.3134908,0.3134908,False,0.52,0.9549149,1,hate
255,Indians do not maintain proper hygiene.,1,test,2,0.39798138,0.39798138,False,0.52,0.2907163,0,non-hate
400,There should be only chosen races in Europe.,1,test,2,0.5345709,0.5345709,False,0.52,0.2134166,0,non-hate
184,People with accents are unintelligent.,1,test,2,0.50451225,0.50451225,False,0.52,0.1261548,0,non-hate
757,Lesbians do not hate men.,0,test,2,0.4686805,0.4686805,False,0.52,0.01593419,0,non-hate
793,Atheists have morals.,0,test,2,0.3543201,0.3543201,False,0.52,0.0068589207,0,non-hate
246,Arab identity does not include all faiths; Islam dominates most cultural expressions.,1,test,2,0.4507147,0.4507147,False,0.52,0.0030430935,0,non-hate
43,"Refugees are not assets, they are burdens.",1,test,2,0.48318416,0.48318416,False,0.52,0.9523343,1,hate
1132,Migrants are not necessarily violent people.,0,test,2,0.38988197,0.38988197,False,0.52,0.005757276,0,non-hate
82,People who self-harm do not have real problems.,1,test,2,0.5113206,0.5113206,False,0.52,0.005797099,0,non-hate
1057,Homosexuals do not need to be exterminated.,0,test,2,0.5566223,0.5566223,False,0.52,0.06455762,0,non-hate
1141,"The Nazis killed 6 million Jews, this is a tradition for all mankind.",0,test,2,0.5966028,0.5966028,False,0.52,0.0042157564,0,non-hate
891,Leadership should be based on merit regardless of gender.,0,test,2,0.5316588,0.5316588,False,0.52,0.0034367729,0,non-hate
511,Feminism threatens the objective reality of gender.,1,test,2,0.5192435,0.5192435,False,0.52,0.04134951,0,non-hate
873,With treatment people with schizophrenia lead productive lives.,0,test,2,0.53487617,0.53487617,False,0.52,0.003715363,0,non-hate
458,Jews are an Eastern conspiracy to undermine European culture.,1,test,2,0.52104634,0.52104634,False,0.52,0.88846165,1,hate
236,People with autism can not form deep meaningful relationships.,1,test,2,0.50373805,0.50373805,False,0.52,0.0058959858,0,non-hate
875,Feminists champion gender equality and collaboration.,0,test,2,0.5048002,0.5048002,False,0.52,0.004942748,0,non-hate
1187,"Disability is not a sentence, but a part of the diversity of the world.",0,test,2,0.58696175,0.58696175,False,0.52,0.0032410012,0,non-hate
734,Many teenagers show generosity and empathy.,0,test,2,0.50372326,0.50372326,False,0.52,0.00481679,0,non-hate
1121,Islam is not a death cult and it is not a threat to all Western countries.,0,test,2,0.60065544,0.60065544,False,0.52,0.007224462,0,non-hate
991,Trailer park residents are respectable community members.,0,test,2,0.42245734,0.42245734,False,0.52,0.0042856135,0,non-hate
978,Girls excel in technical and engineering careers.,0,test,2,0.48414698,0.48414698,False,0.52,0.0037225357,0,non-hate
924,Women have fulfilling lives with or without children.,0,test,2,0.52799165,0.52799165,False,0.52,0.0038881942,0,non-hate
288,Women do not tell the truth about assault.,1,test,2,0.54918087,0.54918087,False,0.52,0.83897424,1,hate
639,Deaf people enjoy life fully.,0,test,2,0.3277362,0.3277362,False,0.52,0.004375314,0,non-hate
1098,Being gay is not a disease.,0,test,2,0.50157064,0.50157064,False,0.52,0.008240663,0,non-hate
630,Indigenous cultures are advanced and vibrant.,0,test,2,0.4894913,0.4894913,False,0.52,0.0034192707,0,non-hate
40,Children with ADHD are not disciplined.,1,test,2,0.5173677,0.5173677,False,0.52,0.0059555043,0,non-hate
110,"Rich people are not honest, all of them are corrupt.",1,test,2,0.5547581,0.5547581,False,0.52,0.02476481,0,non-hate
773,Blondes can be very intelligent.,0,test,2,0.48928916,0.48928916,False,0.52,0.4674014,0,non-hate
1207,"Human dignity does not depend on race, gender, or religion.",0,test,2,0.54642296,0.54642296,False,0.52,0.004322812,0,non-hate
152,Black people are always loud.,1,test,2,0.38969266,0.38969266,False,0.52,0.25163832,0,non-hate
1003,Immigrants possess equal human dignity and worth.,0,test,2,0.41954458,0.41954458,False,0.52,0.003682651,0,non-hate
532,"Everyone must choose their role in society, taking into account their gender.",1,test,2,0.5518886,0.5518886,False,0.52,0.0032023673,0,non-hate
943,People with anxiety face real and valid challenges.,0,test,2,0.5413395,0.5413395,False,0.52,0.0040661795,0,non-hate
406,Jews are poisoning our children with their religion.,1,test,2,0.5206661,0.5206661,False,0.52,0.8576758,1,hate
481,Islam is a death cult.,1,test,2,0.51465094,0.51465094,False,0.52,0.6614257,1,hate
186,Blondes are dumb.,1,test,2,0.4930159,0.4930159,False,0.52,0.98835224,1,hate
908,Immigrants contribute positively to cultural diversity.,0,test,2,0.4165997,0.4165997,False,0.52,0.0053395214,0,non-hate
641,Gay couples raise children with love and care.,0,test,2,0.53327876,0.53327876,False,0.52,0.0034082264,0,non-hate
882,Gay men express masculinity in diverse ways.,0,test,2,0.49308577,0.49308577,False,0.52,0.003400697,0,non-hate
129,White people are not equal to other races.,1,test,2,0.4811511,0.4811511,False,0.52,0.01340579,0,non-hate
269,Africans are not economically developed.,1,test,2,0.41555223,0.41555223,False,0.52,0.009792005,0,non-hate
502,People are capable of emotive emotions depending on their skin color.,1,test,2,0.5426064,0.5426064,False,0.52,0.008084876,0,non-hate
304,Asians do not have distinguishable individual features.,1,test,2,0.43035543,0.43035543,False,0.52,0.0047286316,0,non-hate
1091,Islam is not the enemy of the West.,0,test,2,0.5683563,0.5683563,False,0.52,0.004848832,0,non-hate
778,Sexual orientation does not define someone's ability to be a good parent.,0,test,2,0.59032106,0.59032106,False,0.52,0.003731846,0,non-hate
900,Gay people serve honorably in military roles.,0,test,2,0.48086247,0.48086247,False,0.52,0.0035441534,0,non-hate
776,People with mental illness can lead stable lives.,0,test,2,0.52082527,0.52082527,False,0.52,0.004263562,0,non-hate
845,"Gay people should not be barred from teaching, orientation does not affect professionalism.",0,test,2,0.5529574,0.5529574,False,0.52,0.00402202,0,non-hate
1075,"Islam is not a violent religion, and it is compatible with our society.",0,test,2,0.6020336,0.6020336,False,0.52,0.004435728,0,non-hate
822,Not all Arabs are oil-rich.,0,test,2,0.5240238,0.5240238,False,0.52,0.005194086,0,non-hate
32,"Black men are not safe, they are dangerous.",1,test,2,0.5319455,0.5319455,False,0.52,0.18631431,0,non-hate
1084,Homosexuals do not take offense at everything they're told.,0,test,2,0.5811335,0.5811335,False,0.52,0.004939239,0,non-hate
1220,"Accepting other cultures makes us wiser, not dumber.",0,test,2,0.47465944,0.47465944,False,0.52,0.0034693123,0,non-hate
717,Black women are not aggressive.,0,test,2,0.43978488,0.43978488,False,0.52,0.006509575,0,non-hate
939,Jewish people care deeply about global humanitarian issues.,0,test,2,0.3681091,0.3681091,False,0.52,0.0038600948,0,non-hate
518,We have to deport the Muslims.,1,test,2,0.55929685,0.55929685,False,0.52,0.98758125,1,hate
530,Women should only stay at home.,1,test,2,0.424115,0.424115,False,0.52,0.9738593,1,hate
974,Muslims embrace democratic freedoms.,0,test,2,0.30180186,0.30180186,False,0.52,0.0093831895,0,non-hate
329,Women are not focused on anything beyond appearance.,1,test,2,0.50188553,0.50188553,False,0.52,0.010312373,0,non-hate
898,Bisexual people form committed lasting relationships.,0,test,2,0.31468916,0.31468916,False,0.52,0.004855809,0,non-hate
131,Men are not capable of emotional intelligence.,1,test,2,0.508162,0.508162,False,0.52,0.012429725,0,non-hate
113,Pansexuality is not a valid identity.,1,test,2,0.5103448,0.5103448,False,0.52,0.0050973464,0,non-hate
9,Elderly people are not productive members of society.,1,test,2,0.49155587,0.49155587,False,0.52,0.97360533,1,hate
18,Latin Americans are not proficient in English.,1,test,2,0.5130282,0.5130282,False,0.52,0.0046050325,0,non-hate
299,Women are not complete without motherhood.,1,train,3,0.51477003,0.51477003,False,0.521,0.24096902,0,non-hate
68,Teenagers are not responsible individuals.,1,train,3,0.35563844,0.35563844,False,0.521,0.005339182,0,non-hate
538,You need to be what is accepted in society.,1,train,3,0.5348197,0.5348197,False,0.521,0.0047491966,0,non-hate
78,Teen mothers do not make good decisions.,1,train,3,0.465671,0.465671,False,0.521,0.056939427,0,non-hate
22,"Immigrants are not hardworking, they steal jobs.",1,train,3,0.43461958,0.43461958,False,0.521,0.93781084,1,hate
1192,"People with disabilities can be successful entrepreneurs, scientists, and specialists.",0,train,3,0.55054605,0.55054605,False,0.521,0.005085069,0,non-hate
480,We must justify hatred when it is directed against gays.,1,train,3,0.5089141,0.5089141,False,0.521,0.003758812,0,non-hate
956,People of all sizes have varied work ethics.,0,train,3,0.5360825,0.5360825,False,0.521,0.0036431162,0,non-hate
200,Asian women are submissive.,1,train,3,0.35242808,0.35242808,False,0.521,0.9437413,1,hate
1026,Our constitution does not state that we are all born equal in dignity.,0,train,3,0.55515635,0.55515635,False,0.521,0.005300029,0,non-hate
990,Hispanic people speak multiple languages skillfully.,0,train,3,0.47441202,0.47441202,False,0.521,0.004988855,0,non-hate
860,Gay men's personalities span the full spectrum.,0,train,3,0.55826366,0.55826366,False,0.521,0.0037882132,0,non-hate
1041,Immigrants are not a threat to our culture.,0,train,3,0.58189374,0.58189374,False,0.521,0.0070490316,0,non-hate
1248,Children should grow up in a world where their opinions are respected and valued only in adulthood.,0,train,3,0.60700494,0.60700494,False,0.521,0.0033372846,0,non-hate
1061,"Muslims do not rape our women, and we should not stop them.",0,train,3,0.51743805,0.51743805,False,0.521,0.017113272,0,non-hate
577,Equality is a privilege.,1,train,3,0.5472712,0.5472712,False,0.521,0.009272069,0,non-hate
1074,"Gay people should not be isolated, locked up, gagged, or subjected to therapy just because they exist.",0,train,3,0.5946474,0.5946474,False,0.521,0.00357911,0,non-hate
294,Religious people are not thinking for themselves.,1,train,3,0.48456725,0.48456725,False,0.521,0.0058529004,0,non-hate
142,All Muslims support extremism.,1,train,3,0.1746696,0.1746696,False,0.521,0.006469001,0,non-hate
933,White people can experience racial discrimination.,0,train,3,0.47406787,0.47406787,False,0.521,0.0045754756,0,non-hate
1050,We should not stop migration.,0,train,3,0.3381128,0.3381128,False,0.521,0.0075290655,0,non-hate
144,Prisoners do not deserve second chances.,1,train,3,0.4851557,0.4851557,False,0.521,0.03865636,0,non-hate
1169,Gender equality is not a silly question.,0,train,3,0.5754894,0.5754894,False,0.521,0.0035214014,0,non-hate
880,Personal hygiene varies among all individuals.,0,train,3,0.41423085,0.41423085,False,0.521,0.004934915,0,non-hate
3,Women are not suited for leadership roles.,1,train,3,0.41947415,0.41947415,False,0.521,0.97549045,1,hate
1154,"Feminism is a struggle for equality, not for dominance.",0,train,3,0.5848309,0.5848309,False,0.521,0.007094641,0,non-hate
975,Poor people strive for financial independence.,0,train,3,0.3905279,0.3905279,False,0.521,0.004014772,0,non-hate
571,Striving for equality makes us weaker as a society.,1,train,3,0.59161735,0.59161735,False,0.521,0.0328345,0,non-hate
399,"Immigrants come here to make life difficult for us, they aren't welcome here.",1,train,3,0.58635116,0.58635116,False,0.521,0.9925162,1,hate
159,Trans people are confused.,1,train,3,0.30447003,0.30447003,False,0.521,0.09891238,0,non-hate
505,Women are a burden to society and they shouldn't be allowed to vote.,1,train,3,0.5995131,0.5995131,False,0.521,0.9847713,1,hate
47,Non-binary identities are not real.,1,train,3,0.5027536,0.5027536,False,0.521,0.53721815,1,hate
222,"Teen mothers necessarily ruin their lives, they can not thrive.",1,train,3,0.56163263,0.56163263,False,0.521,0.0134482635,0,non-hate
1193,Disability does not limit a person's inner world and abilities.,0,train,3,0.60075265,0.60075265,False,0.521,0.0031837847,0,non-hate
767,Most Muslims do not support extremism.,0,train,3,0.41940728,0.41940728,False,0.521,0.0045104176,0,non-hate
666,Trans people understand their own gender.,0,train,3,0.45792007,0.45792007,False,0.521,0.00621846,0,non-hate
918,People with Down syndrome accomplish meaningful work.,0,train,3,0.47402084,0.47402084,False,0.521,0.0047107064,0,non-hate
823,Tall women are not masculine.,0,train,3,0.31715828,0.31715828,False,0.521,0.04012393,0,non-hate
862,"Violence is influenced by socioeconomic conditions, not race.",0,train,3,0.4728026,0.4728026,False,0.521,0.0031801488,0,non-hate
16,Gay couples are not capable of raising children.,1,train,3,0.45002526,0.45002526,False,0.521,0.7043399,1,hate
952,Autistic people experience empathy in their own way.,0,train,3,0.54140586,0.54140586,False,0.521,0.0035421967,0,non-hate
881,Women are capable of independence and leadership.,0,train,3,0.38767433,0.38767433,False,0.521,0.005570516,0,non-hate
350,Poor people are not self-sufficient.,1,train,3,0.4582517,0.4582517,False,0.521,0.008682586,0,non-hate
852,People with Down syndrome are not incapable of learning.,0,train,3,0.5118828,0.5118828,False,0.521,0.004003115,0,non-hate
755,Women should have the freedom to choose their roles.,0,train,3,0.55005294,0.55005294,False,0.521,0.0061913882,0,non-hate
1181,Sexual orientation should not determine a person's capabilities.,0,train,3,0.5932096,0.5932096,False,0.521,0.0033994366,0,non-hate
448,We are fed up with vaginal misandrists trying to undermine male self-esteem.,1,train,3,0.5986661,0.5986661,False,0.521,0.032498296,0,non-hate
1033,Gays are not perverts and do not persecute children.,0,train,3,0.5915839,0.5915839,False,0.521,0.007238042,0,non-hate
290,Black men are not law-abiding citizens.,1,train,3,0.48775524,0.48775524,False,0.521,0.81464404,1,hate
495,Muslims can not bring interesting values to our society.,1,train,3,0.5168521,0.5168521,False,0.521,0.07964505,0,non-hate
957,Disability and attractiveness are separate characteristics.,0,train,3,0.45484644,0.45484644,False,0.521,0.0058129034,0,non-hate
576,Not all people can have the right to equal opportunities in life.,1,train,3,0.582927,0.582927,False,0.521,0.0060069496,0,non-hate
1235,Helping those in need is not a burden on society.,0,train,3,0.5994208,0.5994208,False,0.521,0.0035707315,0,non-hate
167,Bisexuals are confused or promiscuous.,1,train,3,0.5229133,0.5229133,False,0.521,0.0064055906,0,non-hate
275,Gay people do not belong in military service.,1,train,3,0.50589776,0.50589776,False,0.521,0.9751932,1,hate
1241,"A person does not become ""superfluous"" with age.",0,train,3,0.5814581,0.5814581,False,0.521,0.004266919,0,non-hate
46,Gay people are not deserving of respect.,1,train,3,0.44877797,0.44877797,False,0.521,0.9640415,1,hate
680,Women are capable leaders.,0,train,3,0.2647575,0.2647575,False,0.521,0.0058286567,0,non-hate
93,Refugees are a burden.,1,train,3,0.5459968,0.5459968,False,0.521,0.9414064,1,hate
621,Generational boundaries support a healthy society.,1,train,3,0.5815971,0.5815971,False,0.521,0.0034984227,0,non-hate
132,Lesbians hate men.,1,train,3,0.47359508,0.47359508,False,0.521,0.8464414,1,hate
1194,Equal opportunities for all people are not a stupid or utopian idea.,0,train,3,0.60359126,0.60359126,False,0.521,0.0034385498,0,non-hate
1158,"Violence against women is a crime, not a ""family matter.""",0,train,3,0.6115903,0.6115903,False,0.521,0.005352869,0,non-hate
1081,Jews are not selfish or materialistic.,0,train,3,0.42794725,0.42794725,False,0.521,0.0043948563,0,non-hate
1087,"We are not slaves of foreign immigrants, and they are not destroying our democracy.",0,train,3,0.5359355,0.5359355,False,0.521,0.021774467,0,non-hate
523,It's okay to be racist towards Asians.,1,train,3,0.56524354,0.56524354,False,0.521,0.006354616,0,non-hate
203,People with depression are weak.,1,train,3,0.4623118,0.4623118,False,0.521,0.013131098,0,non-hate
276,People from rural areas are not intellectually sophisticated.,1,train,3,0.48079094,0.48079094,False,0.521,0.018937277,0,non-hate
31,"People who self-harm are not genuinely struggling, they just seek attention.",1,train,3,0.5571865,0.5571865,False,0.521,0.009114236,0,non-hate
345,Jobless people are not contributing to society.,1,train,3,0.5128138,0.5128138,False,0.521,0.10722463,0,non-hate
1214,Fighting racism does not mean building a weaker society.,0,train,3,0.58188987,0.58188987,False,0.521,0.0042027244,0,non-hate
982,Men and women make equally good decisions.,0,train,3,0.4887306,0.4887306,False,0.521,0.0051136687,0,non-hate
223,Most Muslims do not support coexistence in secular societies.,1,train,3,0.50681186,0.50681186,False,0.521,0.01042727,0,non-hate
746,Jews deserve trust and respect.,0,train,3,0.35902286,0.35902286,False,0.521,0.0047012027,0,non-hate
54,Men should not show weakness.,1,train,3,0.5059486,0.5059486,False,0.521,0.040313553,0,non-hate
816,Indigenous people are not stuck in the past.,0,train,3,0.5280492,0.5280492,False,0.521,0.0040218057,0,non-hate
1021,Obama should not have been impeached.,0,train,3,0.42523062,0.42523062,False,0.521,0.0056379084,0,non-hate
1056,A woman's place is not only with her husband or his family.,0,train,3,0.6004137,0.6004137,False,0.521,0.025407877,0,non-hate
711,Lesbian identities are not invalid.,0,train,3,0.3902325,0.3902325,False,0.521,0.0049881632,0,non-hate
378,Immigrants are not equal to native-born citizens.,1,train,3,0.51724887,0.51724887,False,0.521,0.02247029,0,non-hate
1110,Blacks do not need to stop having children.,0,train,3,0.50772965,0.50772965,False,0.521,0.029667918,0,non-hate
103,Non-Christians are not moral people.,1,train,3,0.4863385,0.4863385,False,0.521,0.60470164,1,hate
1039,Women are not weaker than men.,0,train,3,0.5202546,0.5202546,False,0.521,0.0130717205,0,non-hate
213,Disabled people are unable to work.,1,train,3,0.47141165,0.47141165,False,0.521,0.0045857765,0,non-hate
114,"Refugees are not peaceful, they're terrorists.",1,train,3,0.49220493,0.49220493,False,0.521,0.9898992,1,hate
905,People receive benefits through legitimate need.,0,train,3,0.42038232,0.42038232,False,0.521,0.0042742677,0,non-hate
512,Islam is a violent cult and should be feared.,1,train,3,0.5770212,0.5770212,False,0.521,0.8039666,1,hate
42,"Black women are not calm, they are aggressive.",1,train,3,0.5088837,0.5088837,False,0.521,0.956148,1,hate
391,"We should ban all gays, it would be a step in the right direction.",1,train,3,0.61197245,0.61197245,False,0.521,0.9474829,1,hate
969,Black children are not less intelligent.,0,train,3,0.37718064,0.37718064,False,0.521,0.007957538,0,non-hate
649,Autistic people can understand emotions and empathy.,0,train,3,0.5262976,0.5262976,False,0.521,0.003998396,0,non-hate
994,Violence against women occurs across all demographics.,0,train,3,0.36863124,0.36863124,False,0.521,0.004263443,0,non-hate
929,Asian individuals have unique and distinctive features.,0,train,3,0.49548358,0.49548358,False,0.521,0.0048655192,0,non-hate
486,"All migrants are terrorists, we must deport them all.",1,train,3,0.46555394,0.46555394,False,0.521,0.9925162,1,hate
233,"Fat people are indifferent to their health, many can't maintain active balanced lifestyles.",1,train,3,0.58801806,0.58801806,False,0.521,0.0064514917,0,non-hate
291,Poor people do not maintain cleanliness.,1,train,3,0.40631285,0.40631285,False,0.521,0.035352908,0,non-hate
850,Atheists do not hate religious people.,0,train,3,0.45297185,0.45297185,False,0.521,0.008837672,0,non-hate
1153,Gender stereotypes do not emphasize the right place for everyone.,0,train,3,0.576013,0.576013,False,0.521,0.0029796723,0,non-hate
339,Asian parents are not reasonable in their expectations.,1,train,3,0.47600496,0.47600496,False,0.521,0.0056374185,0,non-hate
63,People in wheelchairs cannot be productive.,1,train,3,0.49439466,0.49439466,False,0.521,0.056649487,0,non-hate
1120,Muslims can bring interesting values to our society.,0,train,3,0.48910964,0.48910964,False,0.521,0.0047197333,0,non-hate
1157,Everyone should choose their role in society and not take into account their gender.,0,train,3,0.5697491,0.5697491,False,0.521,0.002967173,0,non-hate
682,Indigenous cultures are rich and valuable.,0,train,3,0.42465472,0.42465472,False,0.521,0.0032456398,0,non-hate
356,Women are not honest in their dealings.,1,train,3,0.45115083,0.45115083,False,0.521,0.9829054,1,hate
212,"Аll Muslims are anti-Western, and this isn't true that millions actively engage with and contribute to Western societies.",1,train,3,0.6021883,0.6021883,False,0.521,0.005463157,0,non-hate
368,Homosexuals are not interested in committed relationships.,1,train,3,0.533036,0.533036,False,0.521,0.42028916,0,non-hate
810,Jewish people are not stingy.,0,train,3,0.37067074,0.37067074,False,0.521,0.0051940125,0,non-hate
429,Islam must be removed from the modern country.,1,train,3,0.50510085,0.50510085,False,0.521,0.64734685,1,hate
658,Unemployed individuals can be motivated and capable.,0,train,3,0.51421356,0.51421356,False,0.521,0.0034267008,0,non-hate
1107,"Feminists defend women's rights, and this is not meaningless.",0,train,3,0.6096542,0.6096542,False,0.521,0.003732038,0,non-hate
1213,Ethnic stereotypes allow us to perceive people not objectively.,0,train,3,0.5310856,0.5310856,False,0.521,0.0034471257,0,non-hate
689,Most Muslims reject terrorism.,0,train,3,0.34222224,0.34222224,False,0.521,0.0061525335,0,non-hate
104,"Goths are not harmless, they are Satanists.",1,train,3,0.6039138,0.6039138,False,0.521,0.9406994,1,hate
1,Arabs are not friendly toward the West.,1,train,3,0.51259005,0.51259005,False,0.521,0.024717154,0,non-hate
307,Fat women are not attractive to society.,1,train,3,0.51744145,0.51744145,False,0.521,0.9832766,1,hate
95,Feminists hate men.,1,train,3,0.522313,0.522313,False,0.521,0.9294806,1,hate
846,Аll African countries are corrupt.,0,train,3,0.51161516,0.51161516,False,0.521,0.008374428,0,non-hate
565,Inclusion infringes on healthy people and unnecessarily promotes the disabled.,1,train,3,0.54214096,0.54214096,False,0.521,0.0048456397,0,non-hate
