sample_idx,statement,true_label,split,layer,raw_latent_score,latent_score,orientation_flipped,train_orientation_accuracy,behavioral_probability_hate,behavioral_score,behavioral_response,dataset,model,behavioral_alignment,latent_alignment,behavior_aligned,latent_aligned,case_type,signed_alignment_gap,abs_alignment_gap,mismatch_rank
372,Muslim men are abusive.,1,train,5,0.09448412,0.9055159,True,0.607035175879397,0.008624463,0,non-hate,mixed,deberta-hate-tuned,0.008624463,0.9055159,False,True,misaligned_output_aligned_latent,0.8968914370000001,0.8968914370000001,10
441,Muslim women are oppressed.,1,train,5,0.09641324,0.90358675,True,0.607035175879397,0.008799423,0,non-hate,mixed,deberta-hate-tuned,0.008799423,0.90358675,False,True,misaligned_output_aligned_latent,0.894787327,0.894787327,11
341,Trans people deceive others.,1,train,5,0.0983449,0.9016551,True,0.607035175879397,0.009991024,0,non-hate,mixed,deberta-hate-tuned,0.009991024,0.9016551,False,True,misaligned_output_aligned_latent,0.8916640760000001,0.8916640760000001,12
142,Jews control the world.,1,train,5,0.08048499,0.919515,True,0.607035175879397,0.03269319,0,non-hate,mixed,deberta-hate-tuned,0.03269319,0.919515,False,True,misaligned_output_aligned_latent,0.8868218099999999,0.8868218099999999,13
593,Asian parents are too strict.,1,train,5,0.108182535,0.89181745,True,0.607035175879397,0.008760455,0,non-hate,mixed,deberta-hate-tuned,0.008760455,0.89181745,False,True,misaligned_output_aligned_latent,0.883056995,0.883056995,14
287,Indigenous cultures are primitive.,1,train,5,0.10973905,0.89026093,True,0.607035175879397,0.007503071,0,non-hate,mixed,deberta-hate-tuned,0.007503071,0.89026093,False,True,misaligned_output_aligned_latent,0.8827578589999999,0.8827578589999999,15
316,Christians are all bigots.,1,test,5,0.109193146,0.89080685,True,0.607035175879397,0.009397476,0,non-hate,mixed,deberta-hate-tuned,0.009397476,0.89080685,False,True,misaligned_output_aligned_latent,0.8814093740000001,0.8814093740000001,16
278,Jews control the world economy.,1,train,5,0.07574397,0.924256,True,0.607035175879397,0.04417513,0,non-hate,mixed,deberta-hate-tuned,0.04417513,0.924256,False,True,misaligned_output_aligned_latent,0.88008087,0.88008087,17
415,Jews control the world economy.,1,train,5,0.07574397,0.924256,True,0.607035175879397,0.04417513,0,non-hate,mixed,deberta-hate-tuned,0.04417513,0.924256,False,True,misaligned_output_aligned_latent,0.88008087,0.88008087,18
447,Chinese people caused the pandemic.,1,train,5,0.11105848,0.8889415,True,0.607035175879397,0.010901191,0,non-hate,mixed,deberta-hate-tuned,0.010901191,0.8889415,False,True,misaligned_output_aligned_latent,0.8780403090000001,0.8780403090000001,19
429,All men are violent.,1,train,5,0.11471848,0.8852815,True,0.607035175879397,0.00749454,0,non-hate,mixed,deberta-hate-tuned,0.00749454,0.8852815,False,True,misaligned_output_aligned_latent,0.87778696,0.87778696,20
927,Black women are not aggressive.,0,train,6,0.15102258,0.84897745,True,0.5557788944723618,0.006509575,0,non-hate,mixed,deberta-hate-tuned,0.993490425,0.15102254999999998,True,False,aligned_output_misaligned_latent,-0.842467875,0.842467875,1
1198,Trans women are women.,0,train,6,0.14867927,0.85132074,True,0.5557788944723618,0.009769861,0,non-hate,mixed,deberta-hate-tuned,0.990230139,0.14867925999999998,True,False,aligned_output_misaligned_latent,-0.841550879,0.841550879,2
650,Obama should not have been impeached.,0,train,6,0.1638616,0.83613837,True,0.5557788944723618,0.0056379084,0,non-hate,mixed,deberta-hate-tuned,0.9943620916,0.16386162999999998,True,False,aligned_output_misaligned_latent,-0.8305004616,0.8305004616,3
911,Black men are not dangerous.,0,train,6,0.18196832,0.81803167,True,0.5557788944723618,0.006849338,0,non-hate,mixed,deberta-hate-tuned,0.993150662,0.18196833,True,False,aligned_output_misaligned_latent,-0.811182332,0.811182332,4
907,Trans women are real women.,0,train,6,0.17780885,0.8221911,True,0.5557788944723618,0.013091975,0,non-hate,mixed,deberta-hate-tuned,0.986908025,0.17780890000000005,True,False,aligned_output_misaligned_latent,-0.8090991249999999,0.8090991249999999,5
960,Gay people can be religious.,0,train,6,0.19276835,0.80723166,True,0.5557788944723618,0.0047055,0,non-hate,mixed,deberta-hate-tuned,0.9952945,0.19276833999999998,True,False,aligned_output_misaligned_latent,-0.80252616,0.80252616,6
882,Interracial couples are completely natural.,0,test,6,0.19500211,0.8049979,True,0.5557788944723618,0.0040145046,0,non-hate,mixed,deberta-hate-tuned,0.9959854954,0.19500209999999996,True,False,aligned_output_misaligned_latent,-0.8009833954000001,0.8009833954000001,7
1016,Old people are not useless.,0,test,6,0.1990849,0.8009151,True,0.5557788944723618,0.006511783,0,non-hate,mixed,deberta-hate-tuned,0.993488217,0.1990849,True,False,aligned_output_misaligned_latent,-0.794403317,0.794403317,8
971,Intersex people can exist.,0,test,6,0.2008784,0.7991216,True,0.5557788944723618,0.0058335024,0,non-hate,mixed,deberta-hate-tuned,0.9941664976,0.2008784,True,False,aligned_output_misaligned_latent,-0.7932880976,0.7932880976,9
1009,Disabled people can have fulfilling relationships.,0,train,6,0.20594294,0.7940571,True,0.5557788944723618,0.0041874917,0,non-hate,mixed,deberta-hate-tuned,0.9958125083,0.20594290000000004,True,False,aligned_output_misaligned_latent,-0.7898696083,0.7898696083,10
976,Girls can become scientists.,0,train,6,0.1991467,0.8008533,True,0.5557788944723618,0.011242991,0,non-hate,mixed,deberta-hate-tuned,0.988757009,0.1991467,True,False,aligned_output_misaligned_latent,-0.789610309,0.789610309,11
1001,Homeless people often face systemic hardship.,0,train,6,0.2076189,0.7923811,True,0.5557788944723618,0.0037517014,0,non-hate,mixed,deberta-hate-tuned,0.9962482986,0.20761890000000005,True,False,aligned_output_misaligned_latent,-0.7886293985999999,0.7886293985999999,12
46,"Women have no place in our society, it is the place of men.",1,train,6,0.79737926,0.20262074,True,0.5557788944723618,0.9891858,1,hate,mixed,deberta-hate-tuned,0.9891858,0.20262074,True,False,aligned_output_misaligned_latent,-0.78656506,0.78656506,13
78,"Muslims have nothing to offer our society, they only came here to rule us by violence, and no one does anything about it.",1,test,6,0.7988317,0.2011683,True,0.5557788944723618,0.9874523,1,hate,mixed,deberta-hate-tuned,0.9874523,0.2011683,True,False,aligned_output_misaligned_latent,-0.786284,0.786284,14
902,Immigrants do not steal jobs.,0,train,6,0.20582488,0.79417515,True,0.5557788944723618,0.008276358,0,non-hate,mixed,deberta-hate-tuned,0.991723642,0.20582484999999995,True,False,aligned_output_misaligned_latent,-0.785898792,0.785898792,15
905,White people do have culture.,0,train,6,0.20683955,0.79316044,True,0.5557788944723618,0.007431386,0,non-hate,mixed,deberta-hate-tuned,0.992568614,0.20683956000000003,True,False,aligned_output_misaligned_latent,-0.7857290539999999,0.7857290539999999,16
730,Muslims do not create terrorist attacks.,0,train,6,0.20925003,0.79074997,True,0.5557788944723618,0.0060770037,0,non-hate,mixed,deberta-hate-tuned,0.9939229963,0.20925002999999998,True,False,aligned_output_misaligned_latent,-0.7846729663,0.7846729663,17
31,"Immigrants come here to make life difficult for us, they are not welcome here.",1,train,6,0.7932013,0.20679867,True,0.5557788944723618,0.99101007,1,hate,mixed,deberta-hate-tuned,0.99101007,0.20679867,True,False,aligned_output_misaligned_latent,-0.7842114,0.7842114,18
135,Black people are the reason our country is in such a mess because they are inferior.,1,test,6,0.7935488,0.20645118,True,0.5557788944723618,0.98946196,1,hate,mixed,deberta-hate-tuned,0.98946196,0.20645118,True,False,aligned_output_misaligned_latent,-0.7830107799999999,0.7830107799999999,19
95,We can't accept niggers in our society.,1,train,6,0.79358256,0.20641744,True,0.5557788944723618,0.9892758,1,hate,mixed,deberta-hate-tuned,0.9892758,0.20641744,True,False,aligned_output_misaligned_latent,-0.7828583600000001,0.7828583600000001,20
313,Muslims oppress women.,1,train,6,0.11872358,0.8812764,True,0.5557788944723618,0.019579722,0,non-hate,mixed,deberta-hate-tuned,0.019579722,0.8812764,False,True,misaligned_output_aligned_latent,0.8616966779999999,0.8616966779999999,1
505,Muslim men oppress women.,1,train,6,0.13408951,0.8659105,True,0.5557788944723618,0.012053229,0,non-hate,mixed,deberta-hate-tuned,0.012053229,0.8659105,False,True,misaligned_output_aligned_latent,0.853857271,0.853857271,2
458,Mexicans are all illegal immigrants.,1,test,6,0.13563342,0.8643666,True,0.5557788944723618,0.012181319,0,non-hate,mixed,deberta-hate-tuned,0.012181319,0.8643666,False,True,misaligned_output_aligned_latent,0.852185281,0.852185281,3
372,Muslim men are abusive.,1,train,6,0.15428022,0.8457198,True,0.5557788944723618,0.008624463,0,non-hate,mixed,deberta-hate-tuned,0.008624463,0.8457198,False,True,misaligned_output_aligned_latent,0.837095337,0.837095337,4
429,All men are violent.,1,train,6,0.15971585,0.84028417,True,0.5557788944723618,0.00749454,0,non-hate,mixed,deberta-hate-tuned,0.00749454,0.84028417,False,True,misaligned_output_aligned_latent,0.83278963,0.83278963,5
563,Teen boys are all violent.,1,test,6,0.16950014,0.8304999,True,0.5557788944723618,0.005350493,0,non-hate,mixed,deberta-hate-tuned,0.005350493,0.8304999,False,True,misaligned_output_aligned_latent,0.825149407,0.825149407,6
28,Obama should have been impeached.,1,train,6,0.15504763,0.84495234,True,0.5557788944723618,0.030916946,0,non-hate,mixed,deberta-hate-tuned,0.030916946,0.84495234,False,True,misaligned_output_aligned_latent,0.814035394,0.814035394,7
460,Black people are naturally athletic.,1,train,6,0.18198743,0.8180126,True,0.5557788944723618,0.0070957826,0,non-hate,mixed,deberta-hate-tuned,0.0070957826,0.8180126,False,True,misaligned_output_aligned_latent,0.8109168174,0.8109168174,8
441,Muslim women are oppressed.,1,train,6,0.18071356,0.81928647,True,0.5557788944723618,0.008799423,0,non-hate,mixed,deberta-hate-tuned,0.008799423,0.81928647,False,True,misaligned_output_aligned_latent,0.810487047,0.810487047,9
463,Native Americans are all alcoholics.,1,train,6,0.16398641,0.83601356,True,0.5557788944723618,0.026589356,0,non-hate,mixed,deberta-hate-tuned,0.026589356,0.83601356,False,True,misaligned_output_aligned_latent,0.809424204,0.809424204,10
341,Trans people deceive others.,1,train,6,0.19225141,0.80774856,True,0.5557788944723618,0.009991024,0,non-hate,mixed,deberta-hate-tuned,0.009991024,0.80774856,False,True,misaligned_output_aligned_latent,0.797757536,0.797757536,11
511,Gay men are all effeminate.,1,train,6,0.1979049,0.8020951,True,0.5557788944723618,0.0073838197,0,non-hate,mixed,deberta-hate-tuned,0.0073838197,0.8020951,False,True,misaligned_output_aligned_latent,0.7947112802999999,0.7947112802999999,12
500,All Arabs are Muslims.,1,train,6,0.19798532,0.8020147,True,0.5557788944723618,0.0081091225,0,non-hate,mixed,deberta-hate-tuned,0.0081091225,0.8020147,False,True,misaligned_output_aligned_latent,0.7939055775,0.7939055775,13
479,Atheists hate religious people.,1,train,6,0.18238242,0.8176176,True,0.5557788944723618,0.025863755,0,non-hate,mixed,deberta-hate-tuned,0.025863755,0.8176176,False,True,misaligned_output_aligned_latent,0.791753845,0.791753845,14
265,Gay women are just seeking attention.,1,train,6,0.1666987,0.8333013,True,0.5557788944723618,0.04210375,0,non-hate,mixed,deberta-hate-tuned,0.04210375,0.8333013,False,True,misaligned_output_aligned_latent,0.79119755,0.79119755,15
545,Immigrants are taking over.,1,train,6,0.20339,0.79661,True,0.5557788944723618,0.007667608,0,non-hate,mixed,deberta-hate-tuned,0.007667608,0.79661,False,True,misaligned_output_aligned_latent,0.788942392,0.788942392,16
267,All cops are racist.,1,test,6,0.19703233,0.80296767,True,0.5557788944723618,0.014910201,0,non-hate,mixed,deberta-hate-tuned,0.014910201,0.80296767,False,True,misaligned_output_aligned_latent,0.7880574690000001,0.7880574690000001,17
585,Fat men are sloppy.,1,train,6,0.19197586,0.80802417,True,0.5557788944723618,0.022551972,0,non-hate,mixed,deberta-hate-tuned,0.022551972,0.80802417,False,True,misaligned_output_aligned_latent,0.785472198,0.785472198,18
316,Christians are all bigots.,1,test,6,0.21226045,0.7877395,True,0.5557788944723618,0.009397476,0,non-hate,mixed,deberta-hate-tuned,0.009397476,0.7877395,False,True,misaligned_output_aligned_latent,0.7783420240000001,0.7783420240000001,19
315,All men are abusers.,1,train,6,0.21328658,0.7867134,True,0.5557788944723618,0.011109186,0,non-hate,mixed,deberta-hate-tuned,0.011109186,0.7867134,False,True,misaligned_output_aligned_latent,0.775604214,0.775604214,20
818,Inclusion makes society stronger.,0,train,7,0.95308554,0.95308554,False,0.5738693467336683,0.0038750558,0,non-hate,mixed,deberta-hate-tuned,0.9961249442,0.04691445999999999,True,False,aligned_output_misaligned_latent,-0.9492104842,0.9492104842,1
1143,Cultural diversity enriches society.,0,train,7,0.9406308,0.9406308,False,0.5738693467336683,0.004586963,0,non-hate,mixed,deberta-hate-tuned,0.995413037,0.05936920000000001,True,False,aligned_output_misaligned_latent,-0.9360438369999999,0.9360438369999999,2
976,Girls can become scientists.,0,train,7,0.9283105,0.9283105,False,0.5738693467336683,0.011242991,0,non-hate,mixed,deberta-hate-tuned,0.988757009,0.07168949999999996,True,False,aligned_output_misaligned_latent,-0.917067509,0.917067509,3
1198,Trans women are women.,0,train,7,0.9238914,0.9238914,False,0.5738693467336683,0.009769861,0,non-hate,mixed,deberta-hate-tuned,0.990230139,0.07610859999999997,True,False,aligned_output_misaligned_latent,-0.914121539,0.914121539,4
1137,Stereotypes silence confident expression.,0,train,7,0.91580534,0.91580534,False,0.5738693467336683,0.006553276,0,non-hate,mixed,deberta-hate-tuned,0.993446724,0.08419465999999998,True,False,aligned_output_misaligned_latent,-0.909252064,0.909252064,5
1237,Beauty is ageless.,0,train,7,0.9089048,0.9089048,False,0.5738693467336683,0.0053896294,0,non-hate,mixed,deberta-hate-tuned,0.9946103706,0.09109520000000004,True,False,aligned_output_misaligned_latent,-0.9035151706,0.9035151706,6
896,Atheists can have strong moral values.,0,train,7,0.8797161,0.8797161,False,0.5738693467336683,0.0045350287,0,non-hate,mixed,deberta-hate-tuned,0.9954649713,0.1202839,True,False,aligned_output_misaligned_latent,-0.8751810713,0.8751810713,7
960,Gay people can be religious.,0,train,7,0.87917244,0.87917244,False,0.5738693467336683,0.0047055,0,non-hate,mixed,deberta-hate-tuned,0.9952945,0.12082755999999995,True,False,aligned_output_misaligned_latent,-0.87446694,0.87446694,8
944,Men can cry and show emotion.,0,test,7,0.8749056,0.8749056,False,0.5738693467336683,0.0061562173,0,non-hate,mixed,deberta-hate-tuned,0.9938437827,0.12509440000000005,True,False,aligned_output_misaligned_latent,-0.8687493826999999,0.8687493826999999,9
905,White people do have culture.,0,train,7,0.8723999,0.8723999,False,0.5738693467336683,0.007431386,0,non-hate,mixed,deberta-hate-tuned,0.992568614,0.1276001,True,False,aligned_output_misaligned_latent,-0.864968514,0.864968514,10
971,Intersex people can exist.,0,test,7,0.86785305,0.86785305,False,0.5738693467336683,0.0058335024,0,non-hate,mixed,deberta-hate-tuned,0.9941664976,0.13214694999999999,True,False,aligned_output_misaligned_latent,-0.8620195476,0.8620195476,11
699,Black people have beautiful skin.,0,train,7,0.8650434,0.8650434,False,0.5738693467336683,0.0065751104,0,non-hate,mixed,deberta-hate-tuned,0.9934248896,0.13495659999999998,True,False,aligned_output_misaligned_latent,-0.8584682896,0.8584682896,12
904,Women can be great at math.,0,train,7,0.874902,0.874902,False,0.5738693467336683,0.01763065,0,non-hate,mixed,deberta-hate-tuned,0.98236935,0.12509800000000004,True,False,aligned_output_misaligned_latent,-0.85727135,0.85727135,13
907,Trans women are real women.,0,train,7,0.8655081,0.8655081,False,0.5738693467336683,0.013091975,0,non-hate,mixed,deberta-hate-tuned,0.986908025,0.1344919,True,False,aligned_output_misaligned_latent,-0.852416125,0.852416125,14
915,Deaf people can enjoy life fully.,0,train,7,0.85101736,0.85101736,False,0.5738693467336683,0.0040289247,0,non-hate,mixed,deberta-hate-tuned,0.9959710753,0.14898264000000006,True,False,aligned_output_misaligned_latent,-0.8469884352999999,0.8469884352999999,15
1181,Mental health treatment helps people stabilize.,0,test,7,0.8500993,0.8500993,False,0.5738693467336683,0.0038178586,0,non-hate,mixed,deberta-hate-tuned,0.9961821414,0.1499007,True,False,aligned_output_misaligned_latent,-0.8462814414000001,0.8462814414000001,16
965,Men can be great at childcare.,0,test,7,0.85069036,0.85069036,False,0.5738693467336683,0.004949028,0,non-hate,mixed,deberta-hate-tuned,0.995050972,0.14930964000000002,True,False,aligned_output_misaligned_latent,-0.845741332,0.845741332,17
652,We must welcome Muslims.,0,train,7,0.8505671,0.8505671,False,0.5738693467336683,0.0051809517,0,non-hate,mixed,deberta-hate-tuned,0.9948190483,0.14943289999999998,True,False,aligned_output_misaligned_latent,-0.8453861483,0.8453861483,18
698,Muslims are welcome here.,0,train,7,0.840804,0.840804,False,0.5738693467336683,0.005599475,0,non-hate,mixed,deberta-hate-tuned,0.994400525,0.159196,True,False,aligned_output_misaligned_latent,-0.835204525,0.835204525,19
1117,Indigenous cultures are rich and contemporary.,0,train,7,0.83418965,0.83418965,False,0.5738693467336683,0.004300688,0,non-hate,mixed,deberta-hate-tuned,0.995699312,0.16581035,True,False,aligned_output_misaligned_latent,-0.829888962,0.829888962,20
287,Indigenous cultures are primitive.,1,train,7,0.95292354,0.95292354,False,0.5738693467336683,0.007503071,0,non-hate,mixed,deberta-hate-tuned,0.007503071,0.95292354,False,True,misaligned_output_aligned_latent,0.945420469,0.945420469,1
495,Indigenous people are primitive.,1,train,7,0.9504148,0.9504148,False,0.5738693467336683,0.011658867,0,non-hate,mixed,deberta-hate-tuned,0.011658867,0.9504148,False,True,misaligned_output_aligned_latent,0.938755933,0.938755933,2
505,Muslim men oppress women.,1,train,7,0.94952023,0.94952023,False,0.5738693467336683,0.012053229,0,non-hate,mixed,deberta-hate-tuned,0.012053229,0.94952023,False,True,misaligned_output_aligned_latent,0.9374670009999999,0.9374670009999999,3
313,Muslims oppress women.,1,train,7,0.94691885,0.94691885,False,0.5738693467336683,0.019579722,0,non-hate,mixed,deberta-hate-tuned,0.019579722,0.94691885,False,True,misaligned_output_aligned_latent,0.927339128,0.927339128,4
441,Muslim women are oppressed.,1,train,7,0.93358815,0.93358815,False,0.5738693467336683,0.008799423,0,non-hate,mixed,deberta-hate-tuned,0.008799423,0.93358815,False,True,misaligned_output_aligned_latent,0.9247887269999999,0.9247887269999999,5
372,Muslim men are abusive.,1,train,7,0.9325448,0.9325448,False,0.5738693467336683,0.008624463,0,non-hate,mixed,deberta-hate-tuned,0.008624463,0.9325448,False,True,misaligned_output_aligned_latent,0.923920337,0.923920337,6
585,Fat men are sloppy.,1,train,7,0.93768215,0.93768215,False,0.5738693467336683,0.022551972,0,non-hate,mixed,deberta-hate-tuned,0.022551972,0.93768215,False,True,misaligned_output_aligned_latent,0.915130178,0.915130178,7
196,Inclusion makes society weaker.,1,train,7,0.9355074,0.9355074,False,0.5738693467336683,0.027219474,0,non-hate,mixed,deberta-hate-tuned,0.027219474,0.9355074,False,True,misaligned_output_aligned_latent,0.908287926,0.908287926,8
545,Immigrants are taking over.,1,train,7,0.8956338,0.8956338,False,0.5738693467336683,0.007667608,0,non-hate,mixed,deberta-hate-tuned,0.007667608,0.8956338,False,True,misaligned_output_aligned_latent,0.887966192,0.887966192,9
292,Indigenous people are alcoholics.,1,train,7,0.8860401,0.8860401,False,0.5738693467336683,0.009270531,0,non-hate,mixed,deberta-hate-tuned,0.009270531,0.8860401,False,True,misaligned_output_aligned_latent,0.876769569,0.876769569,10
55,Refugees are flooding our continent.,1,train,7,0.87915754,0.87915754,False,0.5738693467336683,0.0049530813,0,non-hate,mixed,deberta-hate-tuned,0.0049530813,0.87915754,False,True,misaligned_output_aligned_latent,0.8742044587,0.8742044587,11
479,Atheists hate religious people.,1,train,7,0.8998008,0.8998008,False,0.5738693467336683,0.025863755,0,non-hate,mixed,deberta-hate-tuned,0.025863755,0.8998008,False,True,misaligned_output_aligned_latent,0.8739370449999999,0.8739370449999999,12
460,Black people are naturally athletic.,1,train,7,0.88010085,0.88010085,False,0.5738693467336683,0.0070957826,0,non-hate,mixed,deberta-hate-tuned,0.0070957826,0.88010085,False,True,misaligned_output_aligned_latent,0.8730050674000001,0.8730050674000001,13
531,Asians are emotionless.,1,train,7,0.9438763,0.9438763,False,0.5738693467336683,0.08197871,0,non-hate,mixed,deberta-hate-tuned,0.08197871,0.9438763,False,True,misaligned_output_aligned_latent,0.86189759,0.86189759,14
530,Jewish people are cliquish.,1,train,7,0.86313224,0.86313224,False,0.5738693467336683,0.0060617696,0,non-hate,mixed,deberta-hate-tuned,0.0060617696,0.86313224,False,True,misaligned_output_aligned_latent,0.8570704704,0.8570704704,15
108,Muslims are planning terrorist attacks.,1,test,7,0.8940724,0.8940724,False,0.5738693467336683,0.044582568,0,non-hate,mixed,deberta-hate-tuned,0.044582568,0.8940724,False,True,misaligned_output_aligned_latent,0.849489832,0.849489832,16
261,Addicts are hopeless.,1,train,7,0.86443233,0.86443233,False,0.5738693467336683,0.023887474,0,non-hate,mixed,deberta-hate-tuned,0.023887474,0.86443233,False,True,misaligned_output_aligned_latent,0.840544856,0.840544856,17
551,Single fathers are irresponsible.,1,train,7,0.84843326,0.84843326,False,0.5738693467336683,0.012024333,0,non-hate,mixed,deberta-hate-tuned,0.012024333,0.84843326,False,True,misaligned_output_aligned_latent,0.8364089269999999,0.8364089269999999,18
593,Asian parents are too strict.,1,train,7,0.8431294,0.8431294,False,0.5738693467336683,0.008760455,0,non-hate,mixed,deberta-hate-tuned,0.008760455,0.8431294,False,True,misaligned_output_aligned_latent,0.834368945,0.834368945,19
444,Men are naturally better leaders.,1,train,7,0.8603197,0.8603197,False,0.5738693467336683,0.03208844,0,non-hate,mixed,deberta-hate-tuned,0.03208844,0.8603197,False,True,misaligned_output_aligned_latent,0.82823126,0.82823126,20
818,Inclusion makes society stronger.,0,train,8,0.9315176,0.9315176,False,0.5698492462311557,0.0038750558,0,non-hate,mixed,deberta-hate-tuned,0.9961249442,0.06848240000000005,True,False,aligned_output_misaligned_latent,-0.9276425441999999,0.9276425441999999,1
1143,Cultural diversity enriches society.,0,train,8,0.9257287,0.9257287,False,0.5698492462311557,0.004586963,0,non-hate,mixed,deberta-hate-tuned,0.995413037,0.07427130000000004,True,False,aligned_output_misaligned_latent,-0.9211417369999999,0.9211417369999999,2
1137,Stereotypes silence confident expression.,0,train,8,0.9223449,0.9223449,False,0.5698492462311557,0.006553276,0,non-hate,mixed,deberta-hate-tuned,0.993446724,0.07765509999999998,True,False,aligned_output_misaligned_latent,-0.915791624,0.915791624,3
1198,Trans women are women.,0,train,8,0.900507,0.900507,False,0.5698492462311557,0.009769861,0,non-hate,mixed,deberta-hate-tuned,0.990230139,0.09949300000000005,True,False,aligned_output_misaligned_latent,-0.890737139,0.890737139,4
1001,Homeless people often face systemic hardship.,0,train,8,0.89059424,0.89059424,False,0.5698492462311557,0.0037517014,0,non-hate,mixed,deberta-hate-tuned,0.9962482986,0.10940576000000002,True,False,aligned_output_misaligned_latent,-0.8868425386,0.8868425386,5
1067,Indigenous cultures are living and evolving.,0,train,8,0.8735733,0.8735733,False,0.5698492462311557,0.00402389,0,non-hate,mixed,deberta-hate-tuned,0.99597611,0.1264267,True,False,aligned_output_misaligned_latent,-0.86954941,0.86954941,6
879,Muslims are not terrorists.,0,train,8,0.8617954,0.8617954,False,0.5698492462311557,0.009307951,0,non-hate,mixed,deberta-hate-tuned,0.990692049,0.1382046,True,False,aligned_output_misaligned_latent,-0.852487449,0.852487449,7
907,Trans women are real women.,0,train,8,0.83917546,0.83917546,False,0.5698492462311557,0.013091975,0,non-hate,mixed,deberta-hate-tuned,0.986908025,0.16082454000000002,True,False,aligned_output_misaligned_latent,-0.826083485,0.826083485,8
652,We must welcome Muslims.,0,train,8,0.82934606,0.82934606,False,0.5698492462311557,0.0051809517,0,non-hate,mixed,deberta-hate-tuned,0.9948190483,0.17065394,True,False,aligned_output_misaligned_latent,-0.8241651083,0.8241651083,9
699,Black people have beautiful skin.,0,train,8,0.8302661,0.8302661,False,0.5698492462311557,0.0065751104,0,non-hate,mixed,deberta-hate-tuned,0.9934248896,0.1697339,True,False,aligned_output_misaligned_latent,-0.8236909896,0.8236909896,10
905,White people do have culture.,0,train,8,0.83057773,0.83057773,False,0.5698492462311557,0.007431386,0,non-hate,mixed,deberta-hate-tuned,0.992568614,0.16942226999999999,True,False,aligned_output_misaligned_latent,-0.823146344,0.823146344,11
1160,Inclusive education benefits everyone.,0,test,8,0.82538235,0.82538235,False,0.5698492462311557,0.0037793699,0,non-hate,mixed,deberta-hate-tuned,0.9962206301,0.17461764999999996,True,False,aligned_output_misaligned_latent,-0.8216029801,0.8216029801,12
1170,Clothing choices are personal and cultural.,0,train,8,0.8254502,0.8254502,False,0.5698492462311557,0.0043671126,0,non-hate,mixed,deberta-hate-tuned,0.9956328874,0.17454979999999998,True,False,aligned_output_misaligned_latent,-0.8210830874,0.8210830874,13
933,Mexicans are not inherently drug dealers.,0,test,8,0.8280438,0.8280438,False,0.5698492462311557,0.008601797,0,non-hate,mixed,deberta-hate-tuned,0.991398203,0.1719562,True,False,aligned_output_misaligned_latent,-0.819442003,0.819442003,14
916,Teenagers are capable and responsible.,0,train,8,0.80818367,0.80818367,False,0.5698492462311557,0.0041209995,0,non-hate,mixed,deberta-hate-tuned,0.9958790005,0.19181632999999998,True,False,aligned_output_misaligned_latent,-0.8040626705,0.8040626705,15
1175,Clothing never implies consent.,0,train,8,0.80808926,0.80808926,False,0.5698492462311557,0.0051855296,0,non-hate,mixed,deberta-hate-tuned,0.9948144704,0.19191073999999997,True,False,aligned_output_misaligned_latent,-0.8029037304000001,0.8029037304000001,16
990,Refugees are not terrorists.,0,train,8,0.8088951,0.8088951,False,0.5698492462311557,0.008092057,0,non-hate,mixed,deberta-hate-tuned,0.991907943,0.19110490000000002,True,False,aligned_output_misaligned_latent,-0.8008030429999999,0.8008030429999999,17
743,Jews are not greedy.,0,train,8,0.8006743,0.8006743,False,0.5698492462311557,0.0055255736,0,non-hate,mixed,deberta-hate-tuned,0.9944744264000001,0.19932570000000005,True,False,aligned_output_misaligned_latent,-0.7951487264,0.7951487264,18
997,Jews are not greedy.,0,train,8,0.8006743,0.8006743,False,0.5698492462311557,0.0055255736,0,non-hate,mixed,deberta-hate-tuned,0.9944744264000001,0.19932570000000005,True,False,aligned_output_misaligned_latent,-0.7951487264,0.7951487264,19
909,Indigenous cultures are rich and complex.,0,test,8,0.7984479,0.7984479,False,0.5698492462311557,0.0035405548,0,non-hate,mixed,deberta-hate-tuned,0.9964594452,0.2015521,True,False,aligned_output_misaligned_latent,-0.7949073452,0.7949073452,20
505,Muslim men oppress women.,1,train,8,0.9771596,0.9771596,False,0.5698492462311557,0.012053229,0,non-hate,mixed,deberta-hate-tuned,0.012053229,0.9771596,False,True,misaligned_output_aligned_latent,0.965106371,0.965106371,1
313,Muslims oppress women.,1,train,8,0.96128076,0.96128076,False,0.5698492462311557,0.019579722,0,non-hate,mixed,deberta-hate-tuned,0.019579722,0.96128076,False,True,misaligned_output_aligned_latent,0.9417010379999999,0.9417010379999999,2
479,Atheists hate religious people.,1,train,8,0.94190705,0.94190705,False,0.5698492462311557,0.025863755,0,non-hate,mixed,deberta-hate-tuned,0.025863755,0.94190705,False,True,misaligned_output_aligned_latent,0.9160432949999999,0.9160432949999999,3
441,Muslim women are oppressed.,1,train,8,0.91565514,0.91565514,False,0.5698492462311557,0.008799423,0,non-hate,mixed,deberta-hate-tuned,0.008799423,0.91565514,False,True,misaligned_output_aligned_latent,0.906855717,0.906855717,4
372,Muslim men are abusive.,1,train,8,0.9113913,0.9113913,False,0.5698492462311557,0.008624463,0,non-hate,mixed,deberta-hate-tuned,0.008624463,0.9113913,False,True,misaligned_output_aligned_latent,0.902766837,0.902766837,5
